State,FIPS,County,Population,Land Area (sq mi),Water Area (sq mi),Total Area (sq mi),Latitude,Longitude,Wind Speed (mph)
IL,17099,La Salle,"113,924","1,135.12",13.012,"1,148.14",41.343341,–88.885931,16.46
LA,22059,La Salle,"14,890",624.684,37.71,662.394,31.680836,–92.161809,21.21
TX,48283,La Salle,"6,886","1,486.69",7.544,"1,494.24",28.351098,–99.096774,18.01
KS,20099,Labette,"21,607",645.295,7.823,653.118,37.191468,–95.297473,18.9
MN,27073,Lac qui Parle,"7,259",765.021,12.99,778.011,44.999855,–96.176836,16.98
PA,42069,Lackawanna,"214,437",459.078,5.832,464.91,41.44025,–75.609587,16.86
MO,29105,Laclede,"35,571",764.717,3.295,768.012,37.65969,–92.594832,17.71
AR,5073,Lafayette,"7,645",528.268,16.811,545.079,33.24066,–93.611643,20.79
FL,12067,Lafayette,"8,870",543.411,4.497,547.908,29.990066,–83.178510,19.3
LA,22055,Lafayette,"221,578",268.72,0.489,269.209,30.206507,–92.064170,15.63
MS,28071,Lafayette,"47,351",631.708,47.499,679.207,34.349298,–89.485903,9.26
MO,29107,Lafayette,"33,381",628.433,10.51,638.943,39.068705,–93.802639,20
WI,55065,Lafayette,"16,836",633.588,0.98,634.568,42.655578,–90.130292,18.07
LA,22057,Lafourche,"96,318","1,068.21",406.093,"1,474.31",29.491993,–90.394849,18.09
IN,18087,LaGrange,"37,128",379.624,7.078,386.702,41.642468,–85.426302,16.53
CA,6033,Lake,"64,665","1,256.46",72.959,"1,329.42",39.094802,–122.746757,23.5
CO,8065,Lake,"7,310",376.911,6.998,383.909,39.204316,–106.349696,17.95
FL,12069,Lake,"297,052",938.381,218.583,"1,156.96",28.764113,–81.712282,18.46
IL,17097,Lake,"703,462",443.67,924.809,"1,368.48",42.326444,–87.436118,16.89
IN,18089,Lake,"496,005",498.961,127.599,626.56,41.472239,–87.374337,18.9
MI,26085,Lake,"11,539",567.37,6.91,574.28,43.995187,–85.811400,14.19
MN,27075,Lake,"10,866","2,109.29",881.338,"2,990.63",47.517111,–91.411704,18.25
MT,30047,Lake,"28,746","1,490.15",163.567,"1,653.72",47.642901,–114.083687,17.26
OH,39085,Lake,"230,041",227.493,751.705,979.198,41.924116,–81.392643,19.31
OR,41037,Lake,"7,895","8,138.98",219.274,"8,358.26",42.788401,–120.389790,22.14
SD,46079,Lake,"11,200",563.277,11.885,575.162,44.02845,–97.123223,16.38
TN,47095,Lake,"7,832",165.784,28.109,193.893,36.333905,–89.485537,14.19
AK,2164,Lake and Peninsula,"1,631","23,652.01","9,270.49","32,922.50",58.205065,–156.705188,16.43
MN,27077,Lake of the Woods,"4,045","1,297.87",476.796,"1,774.67",48.7681,–94.904634,13.99
AL,1075,Lamar,"14,564",604.846,0.618,605.464,33.787085,–88.087431,17.1
GA,13171,Lamar,"18,317",183.5,2.334,185.834,33.07446,–84.146721,15.48
MS,28073,Lamar,"55,658",497.055,3.378,500.433,31.197135,–89.514952,17.66
TX,48277,Lamar,"49,793",907.19,25.913,933.103,33.667263,–95.570348,18.25
TX,48279,Lamb,"13,977","1,016.18",1.534,"1,017.72",34.068862,–102.348018,16.07
VT,50015,Lamoille,"24,475",458.797,4.889,463.686,44.603504,–72.638356,19.2
ND,38045,LaMoure,"4,139","1,145.94",4.947,"1,150.89",46.464195,–98.526057,18.35
TX,48281,Lampasas,"19,677",712.84,1.094,713.934,31.196731,–98.240889,15.23
NE,31109,Lancaster,"285,407",837.548,8.833,846.381,40.783547,–96.688658,15.93
PA,42071,Lancaster,"519,445",943.81,39.993,983.803,40.041992,–76.250198,13.98
SC,45057,Lancaster,"76,652",549.16,5.962,555.122,34.686818,–80.703689,21.7
VA,51103,Lancaster,"11,391",133.25,98.148,231.398,37.703831,–76.413199,17.7
NV,32015,Lander,"5,775","5,490.11",29.384,"5,519.49",39.900211,–117.047240,20.47
KS,20101,Lane,"1,750",717.455,0.213,717.668,38.481286,–100.466185,16.48
OR,41039,Lane,"351,715","4,553.12",168.746,"4,721.87",43.928276,–122.897678,16.8
WI,55067,Langlade,"19,977",870.64,17.242,887.882,45.259204,–89.068190,20.62
GA,13173,Lanier,"10,078",185.261,14.527,199.788,31.038197,–83.063164,21.71
MI,26087,Lapeer,"88,319",643.014,19.831,662.845,43.088633,–83.224325,17.45
IN,18091,LaPorte,"111,467",598.299,14.96,613.259,41.549011,–86.744729,16.11
WY,56021,Laramie,"91,738","2,685.91",1.649,"2,687.56",41.29283,–104.660395,18.68
CO,8069,Larimer,"299,630","2,596.00",37.952,"2,633.95",40.663091,–105.482131,20.17
KY,21123,Larue,"14,193",261.519,2.109,263.628,37.545518,–85.697209,16.21
CO,8071,Las Animas,"15,507","4,772.67",2.676,"4,775.35",37.318831,–104.044110,13.16
CA,6035,Lassen,"34,895","4,541.18",178.935,"4,720.12",40.721089,–120.629931,14.69
ID,16057,Latah,"37,244","1,076.00",0.916,"1,076.91",46.81892,–116.730974,18.5
OK,40077,Latimer,"11,154",722.08,7.033,729.113,34.875137,–95.272263,13.15
AL,1077,Lauderdale,"92,709",667.697,53.293,720.99,34.904122,–87.650997,15.74
MS,28075,Lauderdale,"80,261",703.634,11.52,715.154,32.403998,–88.660449,14.68
TN,47097,Lauderdale,"27,815",471.992,35.589,507.581,35.762951,–89.627732,14.58
KY,21125,Laurel,"58,849",433.953,9.742,443.695,37.113268,–84.119395,13.99
GA,13175,Laurens,"48,434",807.296,11.175,818.471,32.39322,–82.926317,17.05
SC,45059,Laurens,"66,537",713.804,10.035,723.839,34.483477,–82.005657,18.59
TX,48285,Lavaca,"19,263",969.708,0.728,970.436,29.382578,–96.923633,17.01
AL,1079,Lawrence,"34,339",690.678,26.521,717.199,34.529776,–87.321865,16.96
AR,5075,Lawrence,"17,415",587.614,4.728,592.342,36.041098,–91.101153,19.33
IL,17101,Lawrence,"16,833",372.178,1.961,374.139,38.718954,–87.730221,16.56
IN,18093,Lawrence,"46,134",449.168,2.761,451.929,38.839815,–86.487820,16.95
KY,21127,Lawrence,"15,860",415.595,4.473,420.068,38.074459,–82.738305,15.81
MS,28077,Lawrence,"12,929",430.668,5.102,435.77,31.550009,–90.107530,21.3
MO,29109,Lawrence,"38,634",611.737,1.641,613.378,37.106135,–93.833262,14.41
OH,39087,Lawrence,"62,450",453.371,3.904,457.275,38.603866,–82.517186,16.37
PA,42073,Lawrence,"91,108",358.175,4.54,362.715,40.992735,–80.334446,18.69
SD,46081,Lawrence,"24,097",800.035,0.276,800.311,44.353669,–103.796528,16.92
TN,47099,Lawrence,"41,869",617.128,0.861,617.989,35.220476,–87.396546,14.38
OK,40079,Le Flore,"50,384","1,589.21",19.312,"1,608.53",34.899642,–94.703491,18.29
MN,27079,Le Sueur,"27,703",448.76,25.047,473.807,44.373397,–93.730180,19.51
NM,35025,Lea,"64,727","4,390.93",3.27,"4,394.20",32.795687,–103.413271,15.51
MS,28079,Leake,"23,805",583,2.477,585.477,32.753268,–89.522568,18.54
KS,20103,Leavenworth,"76,227",462.831,6.141,468.972,39.189511,–95.038977,17.37
PA,42075,Lebanon,"133,568",361.833,0.666,362.499,40.367344,–76.458009,17.62
AL,1081,Lee,"140,247",607.536,8.313,615.849,32.604064,–85.353048,18.38
AR,5077,Lee,"10,424",602.621,16.881,619.502,34.77975,–90.779288,21.57
FL,12071,Lee,"618,754",784.513,427.948,"1,212.46",26.552134,–81.892250,13.98
GA,13177,Lee,"28,298",355.784,5.949,361.733,31.818419,–84.146681,15.7
IL,17103,Lee,"36,031",724.896,4.057,728.953,41.747442,–89.299351,17.2
IA,19111,Lee,"35,862",517.518,21.349,538.867,40.647588,–91.477157,15.73
KY,21129,Lee,"7,887",208.857,2.4,211.257,37.605383,–83.718497,15.99
MS,28081,Lee,"82,910",449.951,3.224,453.175,34.288965,–88.680887,16.13
NC,37105,Lee,"57,866",254.959,4.084,259.043,35.476075,–79.172220,18.27
SC,45061,Lee,"19,220",410.184,1.048,411.232,34.15864,–80.251209,13.5
TX,48287,Lee,"16,612",629.016,5.084,634.1,30.321105,–96.976365,18.93
VA,51105,Lee,"25,587",435.518,1.891,437.409,36.702162,–83.130334,20.58
MI,26089,Leelanau,"21,708",347.171,"2,185.02","2,532.19",45.146182,–86.051574,20.45
MS,28083,Leflore,"32,317",592.539,13.841,606.38,33.54979,–90.294934,19.36
PA,42077,Lehigh,"349,497",345.166,3.073,348.239,40.614241,–75.590627,15.19
ID,16059,Lemhi,"7,936","4,563.39",5.365,"4,568.75",44.928789,–113.887841,16.22
MI,26091,Lenawee,"99,892",749.555,11.854,761.409,41.895915,–84.066853,13.07
NC,37107,Lenoir,"59,495",400.591,2.227,402.818,35.238062,–77.639023,14.43
FL,12073,Leon,"275,487",666.852,34.937,701.789,30.45931,–84.277800,19.16
TX,48289,Leon,"16,801","1,073.15",7.468,"1,080.62",31.300493,–95.995622,19.91
KY,21131,Leslie,"11,310",400.844,3.603,404.447,37.087846,–83.388616,22.24
KY,21133,Letcher,"24,519",337.914,1.119,339.033,37.118503,–82.861175,17.64
FL,12075,Levy,"40,801","1,118.21",294.589,"1,412.80",29.284409,–82.783483,18.79
ID,16061,Lewis,"3,821",478.795,0.944,479.739,46.236328,–116.423760,16.17
KY,21135,Lewis,"13,870",482.836,12.546,495.382,38.532051,–83.373303,16.67
MO,29111,Lewis,"10,211",505.042,5.754,510.796,40.084559,–91.728803,13.28
NY,36049,Lewis,"27,087","1,274.68",15.282,"1,289.96",43.786397,–75.442617,19.12
TN,47101,Lewis,"12,161",282.089,0.398,282.487,35.523244,–87.496983,21.58
WA,53041,Lewis,"75,455","2,402.80",33.451,"2,436.25",46.580071,–122.377444,15.89
WV,54041,Lewis,"16,372",384.895,4.751,389.646,38.988844,–80.495518,13.3
MT,30049,Lewis and Clark,"63,395","3,458.83",38.887,"3,497.72",47.122133,–112.382954,12.35
SC,45063,Lexington,"262,391",698.913,58.816,757.729,33.892554,–81.272853,21.78
VA,51678,Lexington [9],"7,042",2.497,0.026,2.523,37.782332,–79.444320,13.11
FL,12077,Liberty,"8,365",835.562,7.561,843.123,30.259849,–84.868581,14.14
GA,13179,Liberty,"63,453",489.801,112.726,602.527,31.807245,–81.457969,13.64
MT,30051,Liberty,"2,339","1,430.05",17.131,"1,447.18",48.559654,–111.036924,17.08
TX,48291,Liberty,"75,643","1,158.42",17.92,"1,176.34",30.162189,–94.822682,15.48
OH,39089,Licking,"166,492",682.5,4.991,687.491,40.093609,–82.481251,21.22
AL,1083,Limestone,"82,782",559.936,47.252,607.188,34.810239,–86.981400,15.23
TX,48293,Limestone,"23,384",905.288,27.876,933.164,31.547543,–96.593623,18.46
AR,5079,Lincoln,"14,134",561.517,10.668,572.185,33.957665,–91.727624,20.62
CO,8073,Lincoln,"5,467","2,577.63",8.796,"2,586.42",38.99374,–103.507555,17.53
GA,13181,Lincoln,"7,996",210.38,46.918,257.298,33.792151,–82.448299,17.08
ID,16063,Lincoln,"5,208","1,201.41",4.482,"1,205.89",42.986181,–114.153899,17.19
KS,20105,Lincoln,"3,241",719.396,1.061,720.457,39.047276,–98.214265,21.63
KY,21137,Lincoln,"24,742",334.095,2.481,336.576,37.457257,–84.658074,17.07
LA,22061,Lincoln,"46,735",471.742,0.733,472.475,32.601148,–92.662082,15.9
ME,23015,Lincoln,"34,457",455.818,243.785,699.603,43.994265,–69.514029,16.78
MN,27081,Lincoln,"5,896",536.757,11.676,548.433,44.408238,–96.272032,17.41
MS,28085,Lincoln,"34,869",586.115,2.06,588.175,31.535216,–90.453566,23.86
MO,29113,Lincoln,"52,566",626.556,13.907,640.463,39.058568,–90.957771,30.83
MT,30053,Lincoln,"19,687","3,612.92",62.21,"3,675.13",48.542232,–115.404343,20.32
NE,31111,Lincoln,"36,288","2,564.07",11.058,"2,575.13",41.050322,–100.744481,17.32
NV,32017,Lincoln,"5,345","10,633.20",3.785,"10,636.99",37.634605,–114.863037,12.89
NM,35027,Lincoln,"20,497","4,831.09",0.218,"4,831.31",33.740941,–105.449083,19.26
NC,37109,Lincoln,"78,265",297.938,9.103,307.041,35.487825,–81.225176,15.12
OK,40081,Lincoln,"34,273",952.314,13.365,965.679,35.703118,–96.881392,23.97
OR,41041,Lincoln,"46,034",979.765,214.018,"1,193.78",44.641076,–123.911183,23.78
SD,46083,Lincoln,"44,828",577.279,0.47,577.749,43.27942,–96.722286,17.67
TN,47103,Lincoln,"33,361",570.338,0.382,570.72,35.142532,–86.593388,19.81
WA,53043,Lincoln,"10,570","2,310.49",28.859,"2,339.35",47.582718,–118.417668,16.59
WV,54043,Lincoln,"21,720",437.039,1.554,438.593,38.171651,–82.077547,16.75
WI,55069,Lincoln,"28,743",878.973,28.026,906.999,45.338319,–89.742082,20.15
WY,56023,Lincoln,"18,106","4,076.13",19.276,"4,095.41",42.228788,–110.679842,19.72
IA,19113,Linn,"211,226",716.88,7.625,724.505,42.077951,–91.597674,15.26
KS,20107,Linn,"9,656",594.059,12.337,606.396,38.216549,–94.844932,13.13
MO,29115,Linn,"12,761",615.564,5.812,621.376,39.86444,–93.108019,17.65
OR,41043,Linn,"116,672","2,290.13",18.832,"2,308.96",44.494824,–122.543756,14.64
TX,48295,Lipscomb,"3,302",932.179,0.115,932.294,36.2802,–100.272683,18.26
CT,9005,Litchfield [6],"189,927",920.56,24.002,944.562,41.791897,–73.235428,21.82
AR,5081,Little River,"13,171",532.253,32.513,564.766,33.699497,–94.229774,10.35
TX,48297,Live Oak,"11,531","1,039.70",39.183,"1,078.88",28.351535,–98.126961,15.54
IL,17105,Livingston,"38,950","1,044.29",1.642,"1,045.93",40.894376,–88.552852,19.97
KY,21139,Livingston,"9,519",313.127,29.207,342.334,37.209517,–88.363426,15.37
LA,22063,Livingston,"128,026",648.169,54.678,702.847,30.440419,–90.727474,17.07
MI,26093,Livingston,"180,967",565.254,20.15,585.404,42.602532,–83.911718,14.34
MO,29117,Livingston,"15,195",532.329,6.238,538.567,39.778587,–93.548201,26.11
NY,36051,Livingston,"65,393",631.763,8.496,640.259,42.727485,–77.769780,17.09
TX,48299,Llano,"19,301",934.034,31.822,965.856,30.707585,–98.684690,22.46
AR,5083,Logan,"22,353",708.125,23.435,731.56,35.21855,–93.720563,15.72
CO,8075,Logan,"22,709","1,838.55",6.318,"1,844.87",40.728091,–103.090464,18.21
IL,17107,Logan,"30,305",618.059,0.868,618.927,40.12907,–89.365308,18.71
KS,20109,Logan,"2,756","1,072.99",0.106,"1,073.10",38.91327,–101.157407,15.74
KY,21141,Logan,"26,835",552.131,4.899,557.03,36.859829,–86.881436,17.2
NE,31113,Logan,763,570.66,0.465,571.125,41.542156,–100.443665,19.16
ND,38047,Logan,"1,990",992.818,18.423,"1,011.24",46.469278,–99.504585,14.85
OH,39091,Logan,"45,858",458.429,8.343,466.772,40.387553,–83.766343,18.45
OK,40083,Logan,"41,848",743.834,4.991,748.825,35.914151,–97.450764,17.7
WV,54045,Logan,"36,743",453.737,1.879,455.616,37.830591,–81.940853,14.62
GA,13183,Long,"14,464",400.293,3.52,403.813,31.749563,–81.742870,11.69
AR,5085,Lonoke,"68,356",770.728,32.112,802.84,34.755114,–91.894132,16.81
OH,39093,Lorain,"301,356",491.101,432.23,923.331,41.438805,–82.179722,25.94
NM,35028,Los Alamos,"17,950",109.167,0.089,109.256,35.870047,–106.307968,16.78
CA,6037,Los Angeles,"9,818,605","4,057.88",693.058,"4,750.94",34.196398,–118.261862,20.77
TN,47105,Loudon,"48,556",229.216,18.154,247.37,35.73745,–84.316204,14.22
VA,51107,Loudoun,"312,311",515.561,5.577,521.138,39.08113,–77.638857,18.2
IA,19115,Louisa,"11,387",401.766,15.752,417.518,41.218211,–91.256994,13.62
VA,51109,Louisa,"33,153",496.3,14.571,510.871,37.971681,–77.959178,15.47
NE,31115,Loup,632,568.29,2.809,571.099,41.897714,–99.509764,17.1
OK,40085,Love,"9,423",513.995,18.399,532.394,33.957775,–97.245124,14.09
TX,48301,Loving,82,668.925,7.781,676.706,31.844936,–103.561229,15.87
AL,1085,Lowndes,"11,299",715.911,9.16,725.071,32.147888,–86.650586,16.9
GA,13185,Lowndes,"109,233",496.066,14.509,510.575,30.83368,–83.268967,14.58
MS,28087,Lowndes,"59,779",505.509,10.956,516.465,33.471424,–88.439723,18.34
TX,48303,Lubbock,"278,831",895.599,5.101,900.7,33.611469,–101.819944,15.76
IA,19117,Lucas,"8,898",430.593,3.804,434.397,41.033344,–93.331467,16.96
OH,39095,Lucas,"441,815",340.855,255.022,595.877,41.682321,–83.468867,18.3
MI,26095,Luce,"6,631",899.078,"1,013.41","1,912.49",46.940602,–85.582368,18.15
GA,13187,Lumpkin,"29,966",282.933,1.264,284.197,34.568149,–83.998828,18.16
NM,35029,Luna,"25,095","2,965.19",0.167,"2,965.36",32.184482,–107.746639,21.17
VA,51111,Lunenburg,"12,914",431.683,0.693,432.376,36.945757,–78.242313,21.25
PA,42079,Luzerne,"320,918",890.333,15.932,906.265,41.172787,–75.976035,15.27
PA,42081,Lycoming,"116,111","1,228.59",15.241,"1,243.84",41.343624,–77.055253,16.76
SD,46085,Lyman,"3,755","1,641.94",64.738,"1,706.67",43.894812,–99.841925,16.44
VA,51680,Lynchburg [9],"75,568",49.128,0.519,49.647,37.399016,–79.195458,20.56
TX,48305,Lynn,"5,915",891.867,1.61,893.477,33.178412,–101.818493,21.65
IA,19119,Lyon,"11,581",587.65,0.129,587.779,43.38358,–96.207201,16.7
KS,20111,Lyon,"33,690",847.474,7.943,855.417,38.455498,–96.161589,17.4
KY,21143,Lyon,"8,314",213.84,42.688,256.528,37.023976,–88.083391,16.66
MN,27083,Lyon,"25,857",714.559,7.109,721.668,44.409195,–95.847268,16.98
NV,32019,Lyon,"51,980","2,001.19",23.013,"2,024.20",39.022214,–119.197417,16.25
MI,26097,Mackinac,"11,113","1,021.57","1,079.08","2,100.64",46.167981,–85.303756,18.67
MI,26099,Macomb,"840,978",479.223,91.627,570.85,42.671467,–82.910869,20.42
AL,1087,Macon,"21,452",608.885,4.322,613.207,32.387027,–85.692887,16.66
GA,13193,Macon,"14,740",400.641,5.351,405.992,32.366216,–84.052162,16.48
IL,17115,Macon,"110,768",580.689,5.176,585.865,39.860237,–88.961529,15.63
MO,29121,Macon,"15,566",801.227,11.145,812.372,39.829795,–92.564340,16.21
NC,37113,Macon,"33,922",515.558,4.129,519.687,35.152959,–83.421901,14.8
TN,47111,Macon,"22,248",307.144,0.095,307.239,36.537838,–86.001231,15.87
IL,17117,Macoupin,"47,765",862.906,4.744,867.65,39.2659,–89.926344,17.95
CA,6039,Madera,"150,865","2,137.07",16.2,"2,153.27",37.210039,–119.749852,14.68
AL,1089,Madison,"334,811",801.593,11.109,812.702,34.764238,–86.551080,19.39
AR,5087,Madison,"15,717",834.255,2.825,837.08,36.012545,–93.724053,20.8
FL,12079,Madison,"19,224",695.948,19.735,715.683,30.447228,–83.470437,18.52
GA,13195,Madison,"28,120",282.311,3.277,285.588,34.128486,–83.203637,16.32
ID,16065,Madison,"37,536",469.206,4.02,473.226,43.789709,–111.656550,15.83
IL,17119,Madison,"269,282",715.582,24.98,740.562,38.827082,–89.900195,16.86
IN,18095,Madison,"131,636",451.915,0.989,452.904,40.166203,–85.722454,21.41
IA,19121,Madison,"15,679",561.006,1.152,562.158,41.330622,–94.015184,15.17
KY,21151,Madison,"82,916",437.293,5.964,443.257,37.723528,–84.277008,21.13
LA,22065,Madison,"12,093",624.437,26.463,650.9,32.365824,–91.240729,18.71
MS,28089,Madison,"95,203",714.506,27.274,741.78,32.63437,–90.034160,16.73
MO,29123,Madison,"12,226",494.39,3.21,497.6,37.473235,–90.345453,15.62
MT,30057,Madison,"7,691","3,587.48",15.309,"3,602.79",45.319288,–111.917328,17.49
NE,31119,Madison,"34,876",572.743,2.708,575.451,41.909929,–97.606856,18.66
NY,36053,Madison,"73,442",654.842,6.441,661.283,42.910026,–75.663575,16.63
NC,37115,Madison,"20,764",449.57,1.867,451.437,35.86408,–82.712731,22.96
OH,39097,Madison,"43,435",465.875,0.755,466.63,39.896607,–83.400885,14.63
TN,47113,Madison,"98,294",557.117,1.509,558.626,35.606056,–88.833424,16.9
TX,48313,Madison,"13,664",466.065,6.368,472.433,30.966878,–95.930372,20.38
VA,51113,Madison,"13,308",320.683,1.191,321.874,38.412059,–78.276961,16.09
KY,21153,Magoffin,"13,333",308.444,0.714,309.158,37.698954,–83.069716,17.72
IA,19123,Mahaska,"22,381",570.863,2.535,573.398,41.330797,–92.636366,19.61
MN,27087,Mahnomen,"5,413",557.878,25.034,582.912,47.325842,–95.810703,21.43
OH,39099,Mahoning,"238,823",411.623,13.663,425.286,41.01088,–80.770396,23.11
OK,40093,Major,"7,527",954.988,2.954,957.942,36.313119,–98.542015,15.54
OR,41045,Malheur,"31,313","9,887.53",42.168,"9,929.70",43.1877,–117.603976,19.34
VA,51685,Manassas Park [9],"14,273",2.534,0.001,2.535,38.768991,–77.448681,21.12
VA,51683,Manassas [9],"37,821",9.881,0.057,9.938,38.747561,–77.484727,18.02
FL,12081,Manatee,"322,833",742.931,149.748,892.679,27.481386,–82.365784,15.55
MI,26101,Manistee,"24,733",542.149,738.415,"1,280.56",44.350385,–86.602967,16.8
WI,55071,Manitowoc,"81,442",589.082,904.993,"1,494.08",44.105108,–87.313828,20.91
WI,55073,Marathon,"134,063","1,544.98",31.328,"1,576.31",44.898036,–89.757823,15.65
AL,1091,Marengo,"21,027",976.882,5.789,982.671,32.247591,–87.791091,19.7
AZ,4013,Maricopa,"3,817,117","9,200.14",24.246,"9,224.39",33.346541,–112.495534,13.73
MO,29125,Maries,"9,176",526.979,2.948,529.927,38.162615,–91.923601,15.74
CA,6041,Marin,"252,409",520.306,307.886,828.192,38.051817,–122.745974,21.86
WI,55075,Marinette,"41,749","1,399.35",150.662,"1,550.01",45.346899,–87.991198,16.33
AL,1093,Marion,"30,776",742.292,1.279,743.571,34.138219,–87.881551,18.2
AR,5089,Marion,"16,653",597.009,43.311,640.32,36.266656,–92.678588,19.48
FL,12083,Marion,"331,298","1,584.55",78.064,"1,662.61",29.202805,–82.043100,18.26
GA,13197,Marion,"8,742",366.003,1.477,367.48,32.359538,–84.529561,18.14
IL,17121,Marion,"39,437",572.363,3.673,576.036,38.648396,–88.920221,19.58
IN,18097,Marion,"903,393",396.298,6.71,403.008,39.782976,–86.135794,16.95
IA,19125,Marion,"33,309",554.534,15.975,570.509,41.331455,–93.093849,14.93
KS,20115,Marion,"12,660",944.29,9.44,953.73,38.359647,–97.102771,17.21
KY,21155,Marion,"19,820",343.008,3.85,346.858,37.552247,–85.269242,17.27
MS,28091,Marion,"27,088",542.384,6.237,548.621,31.230126,–89.821736,23.31
MO,29127,Marion,"28,781",436.924,7.38,444.304,39.807538,–91.635379,17.19
OH,39101,Marion,"66,501",403.757,0.351,404.108,40.588208,–83.172927,16.73
OR,41047,Marion,"315,335","1,182.33",10.179,"1,192.51",44.900898,–122.576260,19.53
SC,45067,Marion,"33,062",489.227,4.908,494.135,34.080701,–79.362131,15.32
TN,47115,Marion,"28,237",498.16,14.093,512.253,35.133422,–85.618399,24.56
TX,48315,Marion,"10,546",380.88,39.442,420.322,32.797757,–94.357673,19.48
WV,54049,Marion,"56,418",308.735,2.783,311.518,39.505839,–80.243402,21.84
CA,6043,Mariposa,"18,251","1,448.82",14.004,"1,462.82",37.570034,–119.912860,15.34
SC,45069,Marlboro,"28,933",479.674,5.6,485.274,34.601805,–79.677942,16.42
MI,26103,Marquette,"67,077","1,808.40","1,616.14","3,424.54",46.656597,–87.584028,21.67
WI,55077,Marquette,"15,404",455.602,8.697,464.299,43.826053,–89.409095,17.83
AL,1095,Marshall,"93,019",565.842,57.337,623.179,34.309564,–86.321668,21.74
IL,17123,Marshall,"12,640",386.789,11.725,398.514,41.031119,–89.342371,19.35
IN,18099,Marshall,"47,051",443.629,6.114,449.743,41.325003,–86.269036,18.7
IA,19127,Marshall,"40,648",572.501,0.696,573.197,42.041691,–92.981452,19.86
KS,20117,Marshall,"10,117",900.183,4.924,905.107,39.782709,–96.521243,16.23
KY,21157,Marshall,"31,448",301.253,38.918,340.171,36.882017,–88.332752,18.95
MN,27089,Marshall,"9,439","1,775.07",37.838,"1,812.91",48.362728,–96.357761,16.83
MS,28093,Marshall,"37,144",706.193,3.573,709.766,34.76619,–89.504231,17.46
OK,40095,Marshall,"15,840",371.08,55.855,426.935,34.027007,–96.770533,15.1
SD,46091,Marshall,"4,656",838.066,48.158,886.224,45.737054,–97.580884,18.45
TN,47117,Marshall,"30,617",375.46,0.696,376.156,35.468387,–86.765886,16.44
WV,54051,Marshall,"33,107",305.431,6.723,312.154,39.854717,–80.671378,17.32
FL,12085,Martin,"146,318",543.464,209.365,752.829,27.079954,–80.398211,17.06
IN,18101,Martin,"10,334",335.737,4.669,340.406,38.705322,–86.801847,16.26
KY,21159,Martin,"12,929",229.605,0.994,230.599,37.796774,–82.506623,16.14
MN,27091,Martin,"20,840",712.347,17.229,729.576,43.677118,–94.537198,16.12
NC,37117,Martin,"24,505",461.217,0.291,461.508,35.841059,–77.112867,19.16
TX,48317,Martin,"4,799",914.944,0.746,915.69,32.30983,–101.961836,18.16
VA,51690,Martinsville [9],"13,821",10.956,0.052,11.008,36.683527,–79.863648,17.96
IL,17125,Mason,"14,666",539.238,24.226,563.464,40.236993,–89.913575,11.49
KY,21161,Mason,"17,490",240.128,6.285,246.413,38.594068,–83.828052,17.1
MI,26105,Mason,"28,705",495.073,747.369,"1,242.44",43.996636,–86.750814,20.8
TX,48319,Mason,"4,012",928.803,3.411,932.214,30.703232,–99.237608,18.74
WA,53045,Mason,"60,699",959.417,91.601,"1,051.02",47.354126,–123.173850,11.41
WV,54053,Mason,"27,324",430.748,13.967,444.715,38.759288,–82.024172,13.99
IL,17127,Massac,"15,429",237.218,4.596,241.814,37.216119,–88.705658,12.55
TX,48321,Matagorda,"36,702","1,100.28",512.234,"1,612.51",28.783341,–95.997755,16.96
AK,2170,Matanuska-Susitna,"88,995","24,607.90",649.709,"25,257.61",62.182174,–149.407974,15.12
VA,51115,Mathews,"8,978",85.929,166.033,251.962,37.425348,–76.268808,13.52
HI,15009,Maui,"154,834","1,161.52","1,236.81","2,398.33",20.855931,–156.601550,17.87
TN,47119,Maury,"80,956",613.138,2.44,615.578,35.615696,–87.077763,22.63
TX,48323,Maverick,"54,258","1,279.26",12.52,"1,291.78",28.745217,–100.311368,24.63
OK,40097,Mayes,"41,259",655.386,28.126,683.512,36.303804,–95.235638,15.96
OK,40087,McClain,"34,506",570.701,9.552,580.253,35.016414,–97.449811,19.72
MT,30055,McCone,"1,734","2,643.17",39.652,"2,682.82",47.629628,–105.757222,15.95
SD,46087,McCook,"5,618",574.204,2.664,576.868,43.678924,–97.362036,17.82
SC,45065,McCormick,"10,233",359.13,34.743,393.873,33.897605,–82.316192,17.18
KY,21145,McCracken,"65,565",248.744,19.427,268.171,37.053688,–88.712378,15.58
KY,21147,McCreary,"18,306",426.803,4.144,430.947,36.731136,–84.491052,17.45
TX,48307,McCulloch,"8,283","1,065.60",7.832,"1,073.43",31.205477,–99.359856,17.27
OK,40089,McCurtain,"33,151","1,850.01",52.37,"1,902.38",34.117073,–94.766086,19.05
MO,29119,McDonald,"23,083",539.48,0.201,539.681,36.630218,–94.343956,15.52
IL,17109,McDonough,"32,612",589.407,0.777,590.184,40.455789,–90.677579,18.77
NC,37111,McDowell,"44,996",440.608,5.389,445.997,35.682232,–82.048029,17.71
WV,54047,McDowell,"22,113",533.456,1.443,534.899,37.382663,–81.658205,14.79
GA,13189,McDuffie,"21,875",257.461,8.927,266.388,33.482464,–82.473188,17.76
IL,17111,McHenry,"308,760",603.171,7.642,610.813,42.324298,–88.452245,14.6
